keyword,target_page,page_type,state_slug,state_name,game_family_slug,game_name,session_slug,primary_intent,backlink_intent,page_importance_score,intent_match_score,competition_tier,competition_score,ranking_opportunity_score,backlink_value_score,priority_score,opportunity_tier,backlink_priority_tier,monthly_searches,difficulty,cpc,metrics_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ranking_signal,needs_data_fields
millionaire for life least frequent numbers,/states/wv/millionaire-for-life/stats,stats,wv,West Virginia,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life least frequent numbers,/states/wy/millionaire-for-life/stats,stats,wy,Wyoming,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ar/millionaire-for-life/stats,stats,ar,Arkansas,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/co/millionaire-for-life/stats,stats,co,Colorado,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ct/millionaire-for-life/stats,stats,ct,Connecticut,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/dc/millionaire-for-life/stats,stats,dc,"Washington, D.C.",millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ia/millionaire-for-life/stats,stats,ia,Iowa,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/id/millionaire-for-life/stats,stats,id,Idaho,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ks/millionaire-for-life/stats,stats,ks,Kansas,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ky/millionaire-for-life/stats,stats,ky,Kentucky,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/me/millionaire-for-life/stats,stats,me,Maine,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ms/millionaire-for-life/stats,stats,ms,Mississippi,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/mt/millionaire-for-life/stats,stats,mt,Montana,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/nd/millionaire-for-life/stats,stats,nd,North Dakota,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ne/millionaire-for-life/stats,stats,ne,Nebraska,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/nh/millionaire-for-life/stats,stats,nh,New Hampshire,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ok/millionaire-for-life/stats,stats,ok,Oklahoma,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/ri/millionaire-for-life/stats,stats,ri,Rhode Island,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/sd/millionaire-for-life/stats,stats,sd,South Dakota,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/vt/millionaire-for-life/stats,stats,vt,Vermont,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/wv/millionaire-for-life/stats,stats,wv,West Virginia,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
millionaire for life most frequent numbers,/states/wy/millionaire-for-life/stats,stats,wy,Wyoming,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota gopher 5 cold numbers,/states/mn/gopher-5/stats,stats,mn,Minnesota,gopher-5,Gopher 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota gopher 5 hot numbers,/states/mn/gopher-5/stats,stats,mn,Minnesota,gopher-5,Gopher 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota north 5 cold numbers,/states/mn/north-5/stats,stats,mn,Minnesota,north-5,North 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota north 5 hot numbers,/states/mn/north-5/stats,stats,mn,Minnesota,north-5,North 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi cash 3 cold numbers,/states/ms/cash-3/stats,stats,ms,Mississippi,cash-3,Cash 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi cash 3 hot numbers,/states/ms/cash-3/stats,stats,ms,Mississippi,cash-3,Cash 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi cash 4 cold numbers,/states/ms/cash-4/stats,stats,ms,Mississippi,cash-4,Cash 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi cash 4 hot numbers,/states/ms/cash-4/stats,stats,ms,Mississippi,cash-4,Cash 4,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi cash pop cold numbers,/states/ms/cash-pop/stats,stats,ms,Mississippi,cash-pop,Cash Pop,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi cash pop hot numbers,/states/ms/cash-pop/stats,stats,ms,Mississippi,cash-pop,Cash Pop,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi match 5 least frequent numbers,/states/ms/mississippi-match-5/stats,stats,ms,Mississippi,mississippi-match-5,Mississippi Match 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi match 5 most frequent numbers,/states/ms/mississippi-match-5/stats,stats,ms,Mississippi,mississippi-match-5,Mississippi Match 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi millionaire for life cold numbers,/states/ms/millionaire-for-life/stats,stats,ms,Mississippi,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi millionaire for life hot numbers,/states/ms/millionaire-for-life/stats,stats,ms,Mississippi,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi mississippi match 5 cold numbers,/states/ms/mississippi-match-5/stats,stats,ms,Mississippi,mississippi-match-5,Mississippi Match 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi mississippi match 5 hot numbers,/states/ms/mississippi-match-5/stats,stats,ms,Mississippi,mississippi-match-5,Mississippi Match 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana big sky bonus cold numbers,/states/mt/big-sky-bonus/stats,stats,mt,Montana,big-sky-bonus,Big Sky Bonus,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana big sky bonus hot numbers,/states/mt/big-sky-bonus/stats,stats,mt,Montana,big-sky-bonus,Big Sky Bonus,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana cash least frequent numbers,/states/mt/montana-cash/stats,stats,mt,Montana,montana-cash,Montana Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana cash most frequent numbers,/states/mt/montana-cash/stats,stats,mt,Montana,montana-cash,Montana Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana millionaire for life cold numbers,/states/mt/millionaire-for-life/stats,stats,mt,Montana,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana millionaire for life hot numbers,/states/mt/millionaire-for-life/stats,stats,mt,Montana,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana montana cash cold numbers,/states/mt/montana-cash/stats,stats,mt,Montana,montana-cash,Montana Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana montana cash hot numbers,/states/mt/montana-cash/stats,stats,mt,Montana,montana-cash,Montana Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
myday least frequent numbers,/states/ne/myday/stats,stats,ne,Nebraska,myday,Myday,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
myday most frequent numbers,/states/ne/myday/stats,stats,ne,Nebraska,myday,Myday,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska 2by2 cold numbers,/states/ne/2by2/stats,stats,ne,Nebraska,2by2,2by2,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska 2by2 hot numbers,/states/ne/2by2/stats,stats,ne,Nebraska,2by2,2by2,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska millionaire for life cold numbers,/states/ne/millionaire-for-life/stats,stats,ne,Nebraska,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska millionaire for life hot numbers,/states/ne/millionaire-for-life/stats,stats,ne,Nebraska,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska myday cold numbers,/states/ne/myday/stats,stats,ne,Nebraska,myday,Myday,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska myday hot numbers,/states/ne/myday/stats,stats,ne,Nebraska,myday,Myday,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska pick 5 cold numbers,/states/ne/pick-5/stats,stats,ne,Nebraska,pick-5,Pick 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
nebraska pick 5 hot numbers,/states/ne/pick-5/stats,stats,ne,Nebraska,pick-5,Pick 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire gimme 5 cold numbers,/states/nh/gimme-5/stats,stats,nh,New Hampshire,gimme-5,Gimme 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire gimme 5 hot numbers,/states/nh/gimme-5/stats,stats,nh,New Hampshire,gimme-5,Gimme 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire megabucks cold numbers,/states/nh/megabucks/stats,stats,nh,New Hampshire,megabucks,Megabucks,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire megabucks hot numbers,/states/nh/megabucks/stats,stats,nh,New Hampshire,megabucks,Megabucks,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire millionaire for life cold numbers,/states/nh/millionaire-for-life/stats,stats,nh,New Hampshire,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new hampshire millionaire for life hot numbers,/states/nh/millionaire-for-life/stats,stats,nh,New Hampshire,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico road runner cash cold numbers,/states/nm/road-runner-cash/stats,stats,nm,New Mexico,road-runner-cash,Road Runner Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new mexico road runner cash hot numbers,/states/nm/road-runner-cash/stats,stats,nm,New Mexico,road-runner-cash,Road Runner Cash,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north 5 least frequent numbers,/states/mn/north-5/stats,stats,mn,Minnesota,north-5,North 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north 5 most frequent numbers,/states/mn/north-5/stats,stats,mn,Minnesota,north-5,North 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota 2by2 cold numbers,/states/nd/2by2/stats,stats,nd,North Dakota,2by2,2by2,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota 2by2 hot numbers,/states/nd/2by2/stats,stats,nd,North Dakota,2by2,2by2,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota millionaire for life cold numbers,/states/nd/millionaire-for-life/stats,stats,nd,North Dakota,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
north dakota millionaire for life hot numbers,/states/nd/millionaire-for-life/stats,stats,nd,North Dakota,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
numbers game least frequent numbers,/states/ri/numbers-game/stats,stats,ri,Rhode Island,numbers-game,Numbers Game,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
numbers game most frequent numbers,/states/ri/numbers-game/stats,stats,ri,Rhode Island,numbers-game,Numbers Game,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
oklahoma millionaire for life cold numbers,/states/ok/millionaire-for-life/stats,stats,ok,Oklahoma,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
oklahoma millionaire for life hot numbers,/states/ok/millionaire-for-life/stats,stats,ok,Oklahoma,millionaire-for-life,Millionaire For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
oregon megabucks cold numbers,/states/or/megabucks/stats,stats,or,Oregon,megabucks,Megabucks,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
oregon megabucks hot numbers,/states/or/megabucks/stats,stats,or,Oregon,megabucks,Megabucks,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
oregon win for life cold numbers,/states/or/win-for-life/stats,stats,or,Oregon,win-for-life,Win For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
oregon win for life hot numbers,/states/or/win-for-life/stats,stats,or,Oregon,win-for-life,Win For Life,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pick 5 least frequent numbers,/states/la/pick-5/stats,stats,la,Louisiana,pick-5,Pick 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pick 5 least frequent numbers,/states/ne/pick-5/stats,stats,ne,Nebraska,pick-5,Pick 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pick 5 most frequent numbers,/states/la/pick-5/stats,stats,la,Louisiana,pick-5,Pick 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pick 5 most frequent numbers,/states/ne/pick-5/stats,stats,ne,Nebraska,pick-5,Pick 5,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 3 least frequent numbers,/states/ct/play-3/stats,stats,ct,Connecticut,play-3,Play 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 3 least frequent numbers,/states/de/play-3/stats,stats,de,Delaware,play-3,Play 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
play 3 most frequent numbers,/states/ct/play-3/stats,stats,ct,Connecticut,play-3,Play 3,,stats,commercial/backlink target,62,92,LOW,82,50,48.8,66.62,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
